Work_Center,Operation_Short,Activity,Opr_System_status,Earl_start_date,EarliestEndDate,Station_Code,Normal_duration,Norm_duratn_un,Well_Name,Field,Responsible_asset,Well_ID,Well_Location,Well_Function,Well_Category,PCAP_Category,Move_days,PDO_Well_Type
SWERIG99,M102-25460,M102,REL,2029-08-07,2029-08-27,LEK,20.200000762939453,DAY,MLN-RE-DRILL MLN-10-WI,MALAAN,NORTH,25460,MLN-RE-DRILL MLN-10-WI,Water Injector,Development,Category IV,0,LTL23WISAT
SWER115,M107-25464,M107,REL,2039-10-08,2039-10-28,FAH,20.100000381469727,DAY,E2_RIM_GOGD4,FAHUD,NORTH,25464,E2_RIM_GOGD4,Oil Producer,Development,Category IV,0,FT723GNA
SWER115,M108-25465,M108,REL,2039-10-29,2039-11-18,FAH,20.100000381469727,DAY,E2_TRANS_GOGD,FAHUD,NORTH,25465,E2_TRANS_GOGD,Oil Producer,Development,Category IV,0,FT723GNA
SWER115,M109-25466,M109,REL,2039-11-18,2039-12-08,FAH,20.100000381469727,DAY,FHD_F501_REDRILL1,FAHUD,NORTH,25466,FHD_F501_REDRILL1,Oil Producer,Development,Category IV,0,FT723GNA
SWER115,M110-25467,M110,REL,2039-12-08,2039-12-28,FAH,20.100000381469727,DAY,FHD_NATIH_REDRILL2,FAHUD,NORTH,25467,FHD_NATIH_REDRILL2,Oil Producer,Development,Category IV,0,FT723GNA
SWER115,M111-25468,M111,REL,2039-12-28,2040-01-17,FAH,20.100000381469727,DAY,FHD_NATIH_REDRILL3,FAHUD,NORTH,25468,FHD_NATIH_REDRILL3,Oil Producer,Development,Category IV,0,FT723GNA
SWER115,M113-25470,M113,REL,2040-01-17,2040-02-01,FAH,15.100000381469727,DAY,FHD_NATIH_A7 FINALRIM1,FAHUD,NORTH,25470,FHD_NATIH_A7 FINALRIM1,Oil Producer,Development,Category IV,0,FT722GND
SWER115,M114-25471,M114,REL,2040-02-01,2040-02-16,FAH,15.100000381469727,DAY,FHD_NATIH_A3 FINALRIM1,FAHUD,NORTH,25471,FHD_NATIH_A3 FINALRIM1,Oil Producer,Development,Category IV,0,FT722GND
SWER115,M115-25472,M115,REL,2040-02-16,2040-03-02,FAH,15.100000381469727,DAY,FHD_NATIH_A7/A3 FINALRIM2,FAHUD,NORTH,25472,FHD_NATIH_A7/A3 FINALRIM2,Oil Producer,Development,Category IV,0,FT722GND
SWER115,M116-25473,M116,REL,2040-03-09,2040-03-29,FAH,20.100000381469727,DAY,NWS_E3_F550_DOWNDIP_EXT,FAHUD,NORTH,25473,NWS_E3_F550_DOWNDIP_EXT,Oil Producer,Development,Category IV,0,FT722GNA
SWER115,M117-25474,M117,REL,2040-03-29,2040-04-13,FAH,15.100000381469727,DAY,RIM LOWERING 2,FAHUD,NORTH,25474,RIM LOWERING 2,Oil Producer,Development,Category IV,0,FT722GND
SWER115,M118-25475,M118,REL,2040-04-13,2040-04-28,FAH,15.100000381469727,DAY,RIM LOWERING 3,FAHUD,NORTH,25475,RIM LOWERING 3,Oil Producer,Development,Category IV,0,FT722GND
SWER115,M450-25477,M450,REL,2033-06-26,2033-07-20,FAH,23.799999237060547,DAY,FAHUD G_S3_OP2,FAHUD,NORTH,25477,FAHUD G_S3_OP2,Oil Producer,Development,Category IV,0,FT722GNA
SWER115,M451-25478,M451,REL,2033-07-20,2033-08-13,FAH,23.799999237060547,DAY,FAHUD_G_S5_OP3B,FAHUD,NORTH,25478,FAHUD_G_S5_OP3B,Oil Producer,Development,Category IV,0,FT722GNA
SWER115,M122-25479,M122,REL,2040-05-19,2040-06-03,FAH,15.100000381469727,DAY,FHD_NATIH_FG_OBS,FAHUD,NORTH,25479,FHD_NATIH_FG_OBS,Oil Producer,Development,Category IV,0,FT722GND
SWER115,M452-25482,M452,REL,2034-06-02,2034-07-02,FAH,30.0,DAY,NATIH E LAYER,NATIH,NORTH,25482,NATIH E LAYER,Oil Producer,Development,Category IV,0,F2L23GA1
SWER115,M453-25483,M453,REL,2034-07-02,2034-08-01,FAH,30.0,DAY,NATIH APO3,NATIH,NORTH,25483,NATIH APO3,Oil Producer,Development,Category IV,0,F2L23GA1
SWER115,M454-25484,M454,REL,2034-09-20,2034-10-20,FAH,30.0,DAY,NATIH 22ND SSFC (CLAYER),NATIH,NORTH,25484,NATIH 22ND SSFC (CLAYER),Oil Producer,Development,Category IV,0,F2L23GA1
SWER115,M128-25485,M128,REL,2040-06-03,2040-06-24,FAH,21.5,DAY,FHD_NATIH_A1_ FINALRIM3,FAHUD,NORTH,25485,FHD_NATIH_A1_ FINALRIM3,Oil Producer,Development,Category IV,0,FT723GNA
SWER115,M129-25486,M129,REL,2040-06-24,2040-07-16,FAH,21.5,DAY,FHD_NATIH_C2_465,FAHUD,NORTH,25486,FHD_NATIH_C2_465,Oil Producer,Development,Category IV,0,FT723GNA
SWER115,M130-25487,M130,REL,2040-07-16,2040-08-06,FAH,21.5,DAY,D LAYER PHASE 2 FDP_W2,FAHUD,NORTH,25487,D LAYER PHASE 2 FDP_W2,Oil Producer,Development,Category IV,0,FT723GNA
SWERIG72,M132-25489,M132,REL,2034-10-04,2034-10-26,FAH,21.5,DAY,FHD_SHU_INFI22,FAHUD,NORTH,25489,FHD_SHU_INFI22,Oil Producer,Development,Category IV,0,FT723GNA
SWERIG72,M133-25490,M133,REL,2034-10-26,2034-11-16,FAH,21.5,DAY,FHD_SHU_INFI23,FAHUD,NORTH,25490,FHD_SHU_INFI23,Oil Producer,Development,Category IV,0,FT723GNA
SWERIG72,M140-25497,M140,REL,2028-05-05,2028-05-24,FAH,18.799999237060547,DAY,FAHUD C1 F455 DOWNDIP 490,FAHUD,NORTH,25497,FAHUD C1 F455 DOWNDIP 490,Oil Producer,Development,Category IV,0,FT722GND
SWERIG72,M141-25498,M141,REL,2028-05-24,2028-06-13,FAH,19.899999618530273,DAY,FAHUD F352 WI REPL.  (F634 &F6,FAHUD,NORTH,25498,FAHUD F352 WI REPL.  (F634 &F6,Water Injector,Development,Category IV,0,FTL24WIA
SWERIG72,M142-25499,M142,REL,2028-08-19,2028-09-10,FAH,22.299999237060547,DAY,F448 REDRILL E3,FAHUD,NORTH,25499,F448 REDRILL E3,Oil Producer,Development,Category IV,0,FT723GNA
SWERIG72,M147-25504,M147,REL,2027-06-13,2027-07-01,FAH,17.899999618530273,DAY,FAHUD D_YEAR2027_2,FAHUD,NORTH,25504,FAHUD D SECTOR 2 13-5,Oil Producer,Development,Category IV,0,FT723GND
SWERIG72,M148-25505,M148,REL,2028-11-27,2028-12-19,FAH,22.299999237060547,DAY,FAHUD E4A F321 DOWNDIP,FAHUD,NORTH,25505,FAHUD E4A F321 DOWNDIP,Oil Producer,Development,Category IV,0,FT723GNA
SWERIG72,M149-25506,M149,REL,2029-01-11,2029-01-29,FAH,18.799999237060547,DAY,FAHUD A3 F544 DOWNDIP,FAHUD,NORTH,25506,FAHUD A3 F544 DOWNDIP,Oil Producer,Development,Category IV,0,FT722GND
SWERIG72,M199-26312,M199,REL,2027-08-06,2027-08-30,FAH,23.899999618530273,DAY,FAHUD E_YEAR2027_1,FAHUD,NORTH,26312,F323 EXTN. 1 E3,Oil Producer,Development,Category IV,0,FT723GNAS
SWERIG72,M445-26315,M445,REL,2027-03-16,2027-04-02,FAH,17.899999618530273,DAY,FAHUD C_YEAR2027_1,FAHUD,NORTH,26315,FAHUD C2 F120 DOWNDIP 510,Oil Producer,Development,Category IV,0,FT723GND
SWER115,M204-26317,M204,REL,2033-09-27,2033-10-21,FAH,23.799999237060547,DAY,FHD_F501_REDRILL1,FAHUD,NORTH,26317,FHD_F501_REDRILL1,Oil Producer,Development,Category IV,0,FT723GNA
SWER115,M205-26318,M205,REL,2033-10-21,2033-11-14,FAH,23.799999237060547,DAY,FHD_NATIH_REDRILL2,FAHUD,NORTH,26318,FHD_NATIH_REDRILL2,Oil Producer,Development,Category IV,0,FT723GNA
SWER115,M206-26319,M206,REL,2033-11-14,2033-12-07,FAH,23.799999237060547,DAY,FHD_NATIH_REDRILL3,FAHUD,NORTH,26319,FHD_NATIH_REDRILL3,Oil Producer,Development,Category IV,0,FT723GNA
SWER115,M207-26320,M207,REL,2033-12-07,2033-12-31,FAH,23.799999237060547,DAY,FHD_NATIH_REDRILL4,FAHUD,NORTH,26320,FHD_NATIH_REDRILL4,Oil Producer,Development,Category IV,0,FT723GNA
SWER115,M212-26325,M212,REL,2033-12-31,2034-01-24,FAH,24.200000762939453,DAY,RIM LOWERING 2,FAHUD,NORTH,26325,RIM LOWERING 2,Oil Producer,Development,Category IV,0,FTL23ESA
SWER115,M213-26326,M213,REL,2034-02-12,2034-03-09,FAH,24.200000762939453,DAY,RIM LOWERING 3,FAHUD,NORTH,26326,RIM LOWERING 3,Oil Producer,Development,Category IV,0,FTL23ESA
SWER115,M214-26327,M214,REL,2034-03-09,2034-04-02,FAH,24.200000762939453,DAY,RIM LOWERING 4,FAHUD,NORTH,26327,RIM LOWERING 4,Oil Producer,Development,Category IV,0,FTL23ESA
SWER115,M223-26328,M223,REL,2034-08-01,2034-08-20,FAH,19.0,DAY,FHD_NATIH_FG_OBS,FAHUD,NORTH,26328,FHD_NATIH_FG_OBS,Oil Producer,Development,Category IV,0,FT722GND
SWER115,M225-26330,M225,REL,2034-05-09,2034-06-02,FAH,23.799999237060547,DAY,FHD_NATIH_E123SE_2,FAHUD,NORTH,26330,FHD_NATIH_E123SE_2,Oil Producer,Development,Category IV,0,FT723GNA
SWER115,M226-26331,M226,REL,2034-10-20,2034-11-19,FAH,30.0,DAY,NATIH E LAYER,NATIH,NORTH,26331,NATIH E LAYER,Oil Producer,Development,Category IV,0,F2L23GA1
SWER115,M227-26332,M227,REL,2034-11-19,2034-12-19,FAH,30.0,DAY,NATIH APO3,NATIH,NORTH,26332,NATIH APO3,Oil Producer,Development,Category IV,0,F2L23GA1
SWERIG72,M228-26333,M228,REL,2027-07-19,2027-08-06,FAH,17.899999618530273,DAY,FAHUD D_YEAR2027_4,FAHUD,NORTH,26333,F448 UPDIP 430M E3,Oil Producer,Development,Category IV,0,FT723GND
SWERIG72,M230-26335,M230,REL,2028-04-17,2028-05-05,FAH,18.799999237060547,DAY,FAHUD C2 F443 DOWNDIP 505,FAHUD,NORTH,26335,FAHUD C2 F443 DOWNDIP 505,Oil Producer,Development,Category IV,0,FT722GND
SWERIG72,M231-26336,M231,REL,2028-03-29,2028-04-17,FAH,18.799999237060547,DAY,F434 DOWNDIP A6 510,FAHUD,NORTH,26336,F434 DOWNDIP A6 510,Oil Producer,Development,Category IV,0,FT722GND
SWER115,M232-26337,M232,REL,2034-12-19,2035-01-11,FAH,23.799999237060547,DAY,SH_(FW_NATIH MAIN),FAHUD,NORTH,26337,SH_(FW_NATIH MAIN),Oil Producer,Development,Category IV,0,FT723GNA
SWER115,M233-26338,M233,REL,2035-01-12,2035-02-04,FAH,23.799999237060547,DAY,E2_RIM_GOGD5,FAHUD,NORTH,26338,E2_RIM_GOGD5,Oil Producer,Development,Category IV,0,FT723GNA
SWER115,M234-26339,M234,REL,2035-02-04,2035-02-28,FAH,23.799999237060547,DAY,E2_RIM_GOGD6,FAHUD,NORTH,26339,E2_RIM_GOGD6,Oil Producer,Development,Category IV,0,FT723GNA
SWER115,M235-26340,M235,REL,2035-02-28,2035-03-19,FAH,19.0,DAY,FHD_NATIH_A(GAPFILL5),FAHUD,NORTH,26340,FHD_NATIH_A(GAPFILL5),Oil Producer,Development,Category IV,0,FT722GND
SWER115,M236-26341,M236,REL,2035-03-19,2035-04-07,FAH,19.0,DAY,FHD_NATIH_A(GAPFILL6),FAHUD,NORTH,26341,FHD_NATIH_A(GAPFILL6),Oil Producer,Development,Category IV,0,FT722GND
SWER115,M237-26342,M237,REL,2035-04-07,2035-04-26,FAH,19.0,DAY,FHD_NATIH_F_WI,FAHUD,NORTH,26342,FHD_NATIH_F_WI,Oil Producer,Development,Category IV,0,FT722GND
SWER115,M238-26343,M238,REL,2035-06-04,2035-06-19,FAH,15.100000381469727,DAY,FHD_NATIH_G_WI,FAHUD,NORTH,26343,FHD_NATIH_G_WI,Oil Producer,Development,Category IV,0,FT722GND
SWERIG99,M619-26720,M619,REL,2036-11-16,2036-12-05,LEK,19.100000381469727,DAY,LCD_LSA_WI_1,LEKHWAIR,NORTH,26720,LCD_LSA_WI_1,Water Injector,Development,Category IV,0,LTL23WISAT
SWERIG99,M620-26721,M620,REL,2036-12-05,2036-12-24,LEK,19.100000381469727,DAY,LCD_LSA_WI_2,LEKHWAIR,NORTH,26721,LCD_LSA_WI_2,Water Injector,Development,Category IV,0,LTL23WISAT
SWERIG99,M630-26731,M630,REL,2035-02-09,2035-03-20,LEK,39.79999923706055,DAY,LE-LS-OP-10_11,LEKHWAIR,NORTH,26731,LE-LS-OP-10_11,Oil Producer,Development,Category IV,0,LTL23ESDH
SWERIG99,M632-26733,M632,REL,2035-03-20,2035-04-29,LEK,39.79999923706055,DAY,LE-LS-OP-06_07,LEKHWAIR,NORTH,26733,LE-LS-OP-06_07,Oil Producer,Development,Category IV,0,LTL23ESDH
SWERIG99,M634-26735,M634,REL,2035-04-29,2035-05-21,LEK,22.0,DAY,LE-LS-VERT_APPR_01,LEKHWAIR,NORTH,26735,LE-LS-VERT_APPR_01,Oil Producer,Development,Category IV,0,LTL23ESSAT
SWERIG99,M635-26736,M635,REL,2035-05-21,2035-06-12,LEK,22.0,DAY,LE-LS-OP-19,LEKHWAIR,NORTH,26736,LE-LS-OP-19,Oil Producer,Development,Category IV,0,LTL23ESSAT
SWERIG99,M636-26737,M636,REL,2035-06-12,2035-07-22,LEK,39.79999923706055,DAY,LE-LS-OP-08_09,LEKHWAIR,NORTH,26737,LE-LS-OP-08_09,Oil Producer,Development,Category IV,0,LTL23ESDH
SWERIG99,M638-26739,M638,REL,2035-07-22,2035-08-31,LEK,39.79999923706055,DAY,LE-LS-OP-12_13,LEKHWAIR,NORTH,26739,LE-LS-OP-12_13,Oil Producer,Development,Category IV,0,LTL23ESDH
SWERIG99,M640-26741,M640,REL,2035-08-31,2035-10-09,LEK,39.79999923706055,DAY,LE-LS-OP-04_05,LEKHWAIR,NORTH,26741,LE-LS-OP-04_05,Oil Producer,Development,Category IV,0,LTL23ESDH
SWER139,M642-26743,M642,REL,2033-06-25,2033-07-15,LEK,20.0,DAY,LE-LS-OP-14,LEKHWAIR-EAST,NORTH,26743,LE-LS-OP-14,Oil Producer,Development,Category IV,0,LTL23ESUSHN
SWER139,M643-26744,M643,REL,2027-06-13,2027-07-01,LEK,18.0,DAY,LE-LS-WI-07,LEKHWAIR-EAST,NORTH,26744,LE-LS-WI-07,Water Injector,Development,Category IV,0,LTL23WIUSHN
SWERIG99,M644-26745,M644,REL,2035-10-10,2035-11-18,LEK,39.79999923706055,DAY,LE-LS-OP-02_03,LEKHWAIR,NORTH,26745,LE-LS-OP-02_03,Oil Producer,Development,Category IV,0,LTL23ESDH
SWER139,M645-26746,M645,REL,2027-05-26,2027-06-13,LEK,18.0,DAY,LE-LS-WI-01,LEKHWAIR-EAST,NORTH,26746,LE-LS-WI-01,Water Injector,Development,Category IV,0,LTL23WIUSHN
SWER139,M647-26748,M647,REL,2033-05-16,2033-06-05,LEK,20.0,DAY,LE-LS-OP-25,LEKHWAIR-EAST,NORTH,26748,LE-LS-OP-25,Oil Producer,Development,Category IV,0,LTL23ESUSHN
SWERIG99,M648-26749,M648,REL,2036-07-07,2036-08-16,LEK,39.79999923706055,DAY,LE-LS-OP-26_27,LEKHWAIR,NORTH,26749,LE-LS-OP-26_27,Oil Producer,Development,Category IV,0,LTL23ESDH
SWERIG99,M649-26750,M649,REL,2035-11-25,2035-12-09,LEK,14.199999809265137,DAY,MLNW-5 RD,SHAMMAR,NORTH,26750,MLNW-5 RD,Oil Producer,Development,Category IV,0,LTL23ESVSHA
SWERIG99,M650-26751,M650,REL,2026-11-24,2026-12-23,LEK,28.700000762939453,DAY,MLNW-SHAMMAR-OP-02,MALAAN WEST,NORTH,26751,MLNW-SHAMMAR-OP-02,Oil Producer,Development,Category IV,0,LTL23ESHPSHA
SWERIG99,M657-26758,M657,REL,2031-01-07,2031-01-30,LEK,23.200000762939453,DAY,MLNW-SHAMMAR-WI-10,MALAAN WEST,NORTH,26758,MLNW-SHAMMAR-WI-10,Water Injector,Development,Category IV,0,LTL23WIPSHA
SWERIG99,M659-26760,M659,REL,2030-08-17,2030-09-09,LEK,23.200000762939453,DAY,MLNW-SHAMMAR-WI-12,MALAAN WEST,NORTH,26760,MLNW-SHAMMAR-WI-12,Water Injector,Development,Category IV,0,LTL23WIPSHA
SWERIG45,M660-26761,M660,MCNF PCNF REL,2026-01-24,2026-02-27,LEK,34.0,DAY,MALAAN WEST-34,MALAAN WEST,NORTH,26761,MLNW-SHAMMAR-OP-13,Oil Producer,Development,Category IV,0,LTL23ESHPSHA
SWERIG99,M661-26762,M661,REL,2026-10-27,2026-11-24,LEK,28.700000762939453,DAY,MLNW-SHAMMAR-OP-14,MALAAN WEST,NORTH,26762,MLNW-SHAMMAR-OP-14,Oil Producer,Development,Category IV,0,LTL23ESHPSHA
SWERIG99,M663-26764,M663,REL,2026-09-28,2026-10-27,LEK,28.700000762939453,DAY,MLNW-SHAMMAR-OP-16,MALAAN WEST,NORTH,26764,MLNW-SHAMMAR-OP-16,Oil Producer,Development,Category IV,0,LTL23ESHPSHA
SWERIG99,M668-26769,M668,REL,2026-04-17,2026-05-14,LEK,27.200000762939453,DAY,MLNW-SHAMMAR-WI-21,MALAAN WEST,NORTH,26769,MLNW-SHAMMAR-WI-21,Water Injector,Development,Category IV,0,LTL23WIPSHA
SWERIG99,M670-26771,M670,REL,2029-03-16,2029-04-08,LEK,23.200000762939453,DAY,MLNW-SHAMMAR-WI-23,SHAMMAR,NORTH,26771,MLNW-SHAMMAR-WI-23,Water Injector,Development,Category IV,0,LTL23WIPSHA
SWERIG99,M671-26772,M671,REL,2036-12-24,2037-01-05,LEK,12.0,DAY,SYH-NC-OP-59(CR),SAYYAH,NORTH,26772,SYH-NC-OP-59(CR),Oil Producer,Development,Category IV,0,LTL23ESVS
SWERIG99,M672-26773,M672,REL,2027-09-24,2027-10-06,LEK,12.5,DAY,SYHN-SOUTH APPR_CUNIT-OP,SAYYAH-NORTH,NORTH,26773,SYHN-SOUTH APPR_CUNIT-OP,Oil Producer,Development,Category IV,0,LTL23ESVS
SWERIG99,M673-26774,M673,REL,2037-01-20,2037-01-31,LEK,11.0,DAY,SYH-NC-WI-40(CR),SAYYAH,NORTH,26774,SYH-NC-WI-40(CR),Water Injector,Development,Category IV,0,L9723WIS
SWERIG99,M674-26775,M674,REL,2037-01-31,2037-02-11,LEK,11.0,DAY,SYH-NC-WI-37,SAYYAH,NORTH,26775,SYH-NC-WI-37,Water Injector,Development,Category IV,0,L9723WIS
SWERIG99,M675-26776,M675,REL,2037-02-11,2037-02-22,LEK,11.0,DAY,SYH-NC-WI-89,SAYYAH,NORTH,26776,SYH-NC-WI-89,Water Injector,Development,Category IV,0,L9723WIS
SWERIG99,M676-26777,M676,REL,2037-02-22,2037-03-06,LEK,12.0,DAY,SYHN-WEST-NC-OP-01(CR),SAYYAH,NORTH,26777,SYHN-WEST-NC-OP-01(CR),Oil Producer,Development,Category IV,0,LTL23ESVS
SWERIG99,M677-26778,M677,REL,2037-03-06,2037-03-17,LEK,11.0,DAY,SYHN-WEST-NC-WI-01 (CR),SAYYAH,NORTH,26778,SYHN-WEST-NC-WI-01 (CR),Water Injector,Development,Category IV,0,L9723WIS
SWERIG99,M678-26779,M678,REL,2037-03-17,2037-03-29,LEK,12.0,DAY,SYHN-WEST-NC-OP-02(CR),SAYYAH,NORTH,26779,SYHN-WEST-NC-OP-02(CR),Oil Producer,Development,Category IV,0,LTL23ESVS
SWERIG99,M679-26780,M679,REL,2037-03-29,2037-04-09,LEK,11.0,DAY,SYHN-WEST-NC-WI-02 (CR),SAYYAH,NORTH,26780,SYHN-WEST-NC-WI-02 (CR),Water Injector,Development,Category IV,0,L9723WIS
SWERIG99,M680-26781,M680,REL,2037-04-09,2037-04-21,LEK,12.0,DAY,SYHN-WEST-NC-OP-03(CR),SAYYAH,NORTH,26781,SYHN-WEST-NC-OP-03(CR),Oil Producer,Development,Category IV,0,LTL23ESVS
SWERIG99,M681-26782,M681,REL,2037-05-06,2037-05-17,LEK,11.0,DAY,SYHN-WEST-NC-WI-03 (CR),SAYYAH,NORTH,26782,SYHN-WEST-NC-WI-03 (CR),Water Injector,Development,Category IV,0,L9723WIS
SWER134,M685-26784,M685,REL,2028-10-20,2029-04-05,XEG,167.3000030517578,DAY,SAIH RAWL DEEP,SAIH RAWL,EXPLORATION,26784,SAIH RAWL DEEP,Gas Producer,Exploration,Category II,0,EE484LTTDS
SWERIG43,M716-26792,M716,REL,2032-06-04,2032-06-25,QAL,21.299999237060547,DAY,MLM-109 RE-ENTRY,MUSALLIM,NORTH,26792,MLM-109 RE-ENTRY,Oil Producer,Development,Category IV,0,QTL23ESM
SWERIG43,M717-26793,M717,REL,2032-06-25,2032-07-16,QAL,21.299999237060547,DAY,MLM-47 RE-ENTRY,MUSALLIM,NORTH,26793,MLM-47 RE-ENTRY,Oil Producer,Development,Category IV,0,QTL23ESM
SWERIG43,M718-26794,M718,REL,2032-07-17,2032-08-07,QAL,21.299999237060547,DAY,MLM-162 RE-ENTRY,MUSALLIM,NORTH,26794,MLM-162 RE-ENTRY,Oil Producer,Development,Category IV,0,QTL23ESM
SWERIG43,M719-26795,M719,REL,2032-08-07,2032-08-28,QAL,21.299999237060547,DAY,MLM-157 RE-ENTRY,MUSALLIM,NORTH,26795,MLM-157 RE-ENTRY,Oil Producer,Development,Category IV,0,QTL23ESM
SWERIG43,M720-26796,M720,REL,2032-01-07,2032-01-28,QAL,21.299999237060547,DAY,MLM-154 RE-ENTRY,MUSALLIM,NORTH,26796,MLM-154 RE-ENTRY,Oil Producer,Development,Category IV,0,QTL23ESM
SWERIG43,M722-26797,M722,REL,2032-01-28,2032-02-18,QAL,21.299999237060547,DAY,MLM-185 RE-ENTRY,MUSALLIM,NORTH,26797,MLM-185 RE-ENTRY,Oil Producer,Development,Category IV,0,QTL23ESM
SWER136,M729-26800,M729,REL,2034-07-04,2034-07-26,QAL,21.299999237060547,DAY,MLM-114 RE-ENTRY,MUSALLIM,NORTH,26800,MLM-114 RE-ENTRY,Oil Producer,Development,Category IV,0,QTL23ESM
SWER136,M730-26801,M730,REL,2034-07-26,2034-08-16,QAL,21.299999237060547,DAY,MLM-172 RE-ENTRY,MUSALLIM,NORTH,26801,MLM-172 RE-ENTRY,Oil Producer,Development,Category IV,0,QTL23ESM
SWERIG19,M743-26812,M743,REL,2026-06-28,2026-08-12,GBR,45.0,DAY,DHAHABAN SOUTH-1 AB,BIRBA,SOUTH,26812,DHAHABAN SOUTH-1 AB,Abandonment,Development,Category III,0,ABANDONMENT
SWERIG19,M744-26813,M744,REL,2031-05-23,2031-09-14,XES,114.0,DAY,EXP. SLOT,HARWEEL,EXPLORATION,26813,EXP. SLOT,Oil Producer,Development,Category II,0,HT484Z2
SWERIG84,M747-26815,M747,REL,2026-11-07,2027-01-11,GBR,64.5,DAY,BUDNE A4C OP,BUDOUR,SOUTH,26815,BUDNE A4C OP,Oil Producer,Development,Category II,0,HT464B4
SWERIG83,M749-26817,M749,REL,2028-12-18,2029-04-11,XEN,114.0,DAY,EXPLORATION SLOT,EXPLORATION,EXPLORATION,26817,EXPLORATION SLOT,Oil Producer,Development,Category II,0,HT484Z2
SWERIG84,M755-26823,M755,REL,2027-05-20,2027-07-23,GBR,64.5,DAY,BUDNE A4C OP1,BUDOUR,SOUTH,26823,BUDNE A4C OP1,Oil Producer,Development,Category III,0,HT464B4
SWERIG95,W716-26853,W716,REL,2031-11-20,2031-12-05,RIM,15.199999809265137,DAY,BJ_583536_OP_04,BAHJA,SOUTH,26853,BJ_583536_OP_04,Oil Producer,Development,Category IV,0,B9723ESVWFR
SWERIG81,T583-26859,T583,REL,2027-03-12,2027-03-20,AML,8.699999809265137,DAY,AMAL EAST_EXT7,AMAL EAST,SOUTH,26859,AMAL EAST_EXT7,Oil Producer,Development,Category IV,0,N9724ISTAO
SWER133,M807-26866,M807,REL,2028-07-08,2028-07-22,SSFD,14.0,DAY,SAQR NORTH EAST_AK_OP_LOC3,SAQR NORTH EAST,SOUTH,26866,SAQR NORTH EAST_AK_OP_LOC3,Oil Producer,Development,Category IV,0,NSTL23BP
SWER133,M808-26867,M808,REL,2028-07-22,2028-08-05,SSFD,14.300000190734863,DAY,SAQR NORTH EAST_AK_OP_LOC2,SAQR NORTH EAST,SOUTH,26867,SAQR NORTH EAST_AK_OP_LOC2,Oil Producer,Development,Category IV,0,NSTL23BP
SWER133,M809-26868,M809,REL,2026-07-31,2026-08-14,SSFD,14.199999809265137,DAY,GHQ_WI_PHASEA_LOC4,GHANUQ,SOUTH,26868,GHQ_WI_PHASEA_LOC4,Water Injector,Development,Category IV,0,MS9723WIRT
SWER133,M810-26869,M810,REL,2028-04-19,2028-05-13,SSFD,24.5,DAY,AQQS_WI_UK_BLK1_LOC2,AQEEQ SOUTH,SOUTH,26869,AQQS_WI_UK_BLK1_LOC2,Water Injector,Development,Category IV,0,B9733WIZD
SWER144,S542-26907,S542,REL,2029-07-24,2029-08-18,RIM,24.899999618530273,DAY,HZR_1004190004_OP_12,HAZAR,SOUTH,26907,HZR_1004190004_OP_12,Oil Producer,Development,Category IV,0,BTL24ESFH
SWERIGL3,S543-26908,S543,REL,2030-06-06,2030-06-28,RIM,22.200000762939453,DAY,MTA_512230001_MT3_FU_OP_01,MAQTAA,SOUTH,26908,MTA_512230001_MT3_FU_OP_01,Oil Producer,Development,Category IV,0,BTL33ESHQ
SWERIGL3,S544-26909,S544,REL,2030-06-28,2030-07-23,RIM,24.5,DAY,MTA_512230001_MT3_FU_WI_01,MAQTAA,SOUTH,26909,MTA_512230001_MT3_FU_WI_01,Water Injector,Development,Category IV,0,B9733WIZD
SWER142,M855-26914,M855,REL,2030-08-27,2030-09-21,RIM,24.899999618530273,DAY,HZR_2002190004_OP_23,HAZAR,SOUTH,26914,HZR_2002190004_OP_23,Oil Producer,Development,Category IV,0,BTL24ESFH
SWERIG96,M857-26916,M857,REL,2030-05-29,2030-06-23,RIM,24.899999618530273,DAY,HZR_2002190004_OP_25,HAZAR,SOUTH,26916,HZR_2002190004_OP_25,Oil Producer,Development,Category IV,0,BTL24ESFH
SWERIG95,M858-26917,M858,REL,2030-09-17,2030-10-11,RIM,24.899999618530273,DAY,HZR_2002190004_OP_28,HAZAR,SOUTH,26917,HZR_2002190004_OP_28,Oil Producer,Development,Category IV,0,BTL24ESFH
SWERIG95,M861-26920,M861,REL,2031-10-20,2031-11-04,RIM,15.199999809265137,DAY,BJ_583536_OP_01,BAHJA,SOUTH,26920,BJ_583536_OP_01,Oil Producer,Development,Category IV,0,B9723ESVWFR
SWERIG95,M862-26921,M862,REL,2031-10-05,2031-10-20,RIM,15.199999809265137,DAY,BJ_583536_OP_02,BAHJA,SOUTH,26921,BJ_583536_OP_02,Oil Producer,Development,Category IV,0,B9723ESVWFR
SWERIG74,V866-27000,V866,REL,2034-09-25,2034-11-03,GSN,39.0,DAY,BRN-41ST,BURHAAN,GAS,27000,BRN-41ST,Gas Producer,Development,Category III,0,GT964CTFMG
SWER127,M966-27017,M966,REL,2027-07-07,2027-07-16,MALRTQ,8.600000381469727,DAY,MM-GSR_CM_LG1_MG_WI_2,MARMUL GSR,SOUTH,27017,MM-GSR_CM_LG1_MG_WI_2,Water Injector,Development,Category IV,0,M9723WI
